ReactionSMILES	reaction name	reactionSMARTS	reacting substructures	product substructures
O.OC=C(O)C(O)(CO)CO>>O.O=C(CO)C(O)(CO)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@H](O)[C@@H](O)CO>>O.O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@H](O)[C@H](O)CO>>O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)C(O)(CO)CO>>O.O=C(CO)[C@@H](O)C(O)(CO)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@@H](O)[C@@H](O)CO>>O.O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@@H](O)[C@@H](O)[C@H](O)CO>>O.O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@H](O)[C@@H](O)CO>>O.O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@H](O)[C@H](O)CO>>O.O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)C(O)(CO)CO>>O.O=C(CO)[C@H](O)C(O)(CO)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@@H](O)[C@@H](O)CO>>O.O=C(CO)[C@H](O)[C@@H](O)[C@@H](O)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)[C@H](O)[C@@H](O)[C@H](O)CO>>O.O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO	protonation-t1-@	[$(C=C-,:O)&!$(C(-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C=C(O))!$(C(CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)CO>>O.O=C(CO)[C@@H](O)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)CO>>O.O=C(CO)[C@H](O)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)CO>>O.O=C([C@@H](O)CO)[C@H](O)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)CO>>O.O=C([C@@H](O)CO)[C@@H](O)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)[C@@H](O)CO>>O.O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)[C@H](O)CO>>O.O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)[C@@H](O)CO>>O.O=C([C@@H](O)CO)[C@@H](O)[C@@H](O)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)[C@H](O)CO>>O.O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)C(O)(CO)CO>>O.O=C([C@@H](O)CO)C(O)(CO)CO	protonation-t2-@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)CO>>O.O=C([C@H](O)CO)[C@H](O)CO	protonation-t2-@@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)CO>>O.O=C([C@@H](O)CO)[C@H](O)CO	protonation-t2-@@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)[C@@H](O)CO>>O.O=C([C@H](O)CO)[C@H](O)[C@@H](O)CO	protonation-t2-@@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)[C@H](O)CO>>O.O=C([C@H](O)CO)[C@H](O)[C@H](O)CO	protonation-t2-@@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)[C@@H](O)CO>>O.O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO	protonation-t2-@@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)[C@H](O)CO>>O.O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO	protonation-t2-@@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)C(O)(CO)CO>>O.O=C([C@H](O)CO)C(O)(CO)CO	protonation-t2-@@	[$(C(-,:CO)=C-,:O)&!$(C(-,:C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(CO)=C(O))!$(C(C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)CO>>O.O=C(CO)[C@H](O)[C@H](O)CO	protonation-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)CO>>O.O=C(CO)[C@H](O)[C@@H](O)CO	protonation-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC[C@H](O)C(O)=C(O)[C@@H](O)CO>>O.O=C([C@@H](O)CO)[C@@H](O)[C@@H](O)CO	protonation-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC[C@H](O)C(O)=C(O)[C@@H](O)CO>>O.O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO	protonation-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC[C@H](O)C(O)=C(O)[C@H](O)CO>>O.O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO	protonation-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC[C@H](O)C(O)=C(O)[C@H](O)CO>>O.O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO	protonation-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC[C@@H](O)C(O)=C(O)[C@H](O)CO>>O.O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO	protonation-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OC[C@@H](O)C(O)=C(O)[C@H](O)CO>>O.O=C([C@H](O)CO)[C@H](O)[C@H](O)CO	protonation-t3-@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)CO>>O.O=C(CO)[C@@H](O)[C@H](O)CO	protonation-t3-@@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)CO>>O.O=C(CO)[C@@H](O)[C@@H](O)CO	protonation-t3-@@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC[C@H](O)C(O)=C(O)[C@H](O)CO>>O.O=C([C@H](O)CO)[C@H](O)[C@@H](O)CO	protonation-t3-@@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC[C@H](O)C(O)=C(O)[C@H](O)CO>>O.O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO	protonation-t3-@@	[$(C(-,:C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)CO)=C(O))!$(C(C(CO)(O)CO)=C(O))!$(C(C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)[C@@H](O)CO>>O.O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO	protonation-t4-@	[$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)[C@H](O)CO>>O.O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO	protonation-t4-@	[$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)[C@@H](O)CO>>O.O=C(CO)[C@H](O)[C@@H](O)[C@@H](O)CO	protonation-t4-@	[$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)[C@H](O)CO>>O.O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO	protonation-t4-@	[$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)[C@@H](O)CO>>O.O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO	protonation-t4-@@	[$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@H](O)[C@H](O)CO>>O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO	protonation-t4-@@	[$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)[C@@H](O)CO>>O.O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO	protonation-t4-@@	[$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)[C@@H](O)[C@H](O)CO>>O.O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO	protonation-t4-@@	[$(C(-,:C(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:CO)(-,:O)C(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:CO)(-,:O)CO)=C-,:O)&!$(C(-,:C(-,:O)C(-,:O)C(-,:O)CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@@&H1:1])=[O:3].[O:4]	[$(C(C(O)C(O)CO)=C(O))!$(C(C(CO)(O)C(O)CO)=C(O))!$(C(C(O)C(CO)(O)CO)=C(O))!$(C(C(O)C(O)C(O)CO)=C(O)):1]=[C:2][O:3].[OH2:4]	[C@@H:1][C:2]=[O:3].[O:4]	
O.OC=C(O)C(O)(CO)CO>>O.O=C[C@H](O)C(O)(CO)CO	protonation-t5-@	[$(C(-,:C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)(CO)(CO))=C(O))!$(C(C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
O.OCC(O)=C(O)C(O)(CO)CO>>O.O=C(CO)[C@H](O)C(O)(CO)CO	protonation-t5-@	[$(C(-,:C(-,:O)(-,:CO)-,:CO)=C-,:O)&!$(C(-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)=C-,:O):1]=[C:2][O:3].[O&H2:4]>>[C:2]([C@&H1:1])=[O:3].[O:4]	[$(C(C(O)(CO)(CO))=C(O))!$(C(C(O)(C(O)CO)(CO))=C(O)):1]=[C:2][O:3].[OH2:4]	[C@H:1][C:2]=[O:3].[O:4]	
